Hippowdon,461.69,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Mega Emboar,523.135,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Mega Excadrill,562.65,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Incineroar,451.22,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
Vanilluxe,454.7,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Gallade,541.99,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
Mega Glalie,480,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Glalie,355,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Krookodile,475.45,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
Hydreigon,511.8,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
Mega Gallade,547.34,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
Weavile,487.7,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
Glaceon,460.44,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Slowbro,417.76,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Rampardos,437.88,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Slowking,415.52,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Heracross,412.75,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
Beartic,455.7,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Mega Aggron,539.12,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Kommo-o,437.5,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
Steelix,441.81,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Abomasnow,357,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
Mega Gyarados,576.52,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
Kingambit,492.885,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
Mega Heracross,554.3,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
Mega Chesnaught,544.095,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
Mega Slowbro,510.69,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Mega Steelix,531.61,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Bastiodon,408.9,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
Mamoswine,481.4,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
Mega Abomasnow,462.06,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
Aggron,403,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
Tyranitar,519,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2
Rhyperior,485.81,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Mega Tyranitar,604.96,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2
